model	Kest	Sensitivity	Precision	rmse_sig	rmse_theta	rmse_Betas	rmse_lambda	rmse_counts	time	iter	effectiveBetas	effectiveSigs	effectiveTheta	effectiveMu	effectiveSigma2	effectiveLogPost	effectiveLogLik	effectiveLogPrior	Simulation	Scenario	n
mcmc_TrueCovs500	8	1	1	0.0024969042466977255	24.011181394310153	0.014180943754705862	0.01024314309406821	0.051428513947500705	103.79892690181732	NA	51.32145296436023	439.161311544056	468.77224301253017	1267.0317811817029	1502.0480776930108	494.3722940945389	430.13590718890555	582.502466302788	Simulation_10	Scenario_A_indep	80466
CompNMFBase	8	1	1	0.002578278208364925	62.23170003830215	0.4092595776074413	0.2215234610456324	0.23005018071574704	0.003951537609100342	3993	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_A_indep	125223
map_CopyOnly	8	1	1	0.002555124852305736	58.52097371011326	0.4092595776074413	0.22159528648080512	0.23012166940261491	8.262386500835419	499	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_A_indep	125223
map_NoCopies	8	1	1	0.0010891472986254713	30.096665169379396	0.01646316696849758	0.01877388185589285	0.06563359073939702	166.32173823515575	1869	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_A_indep	125223
map_TrueCovs	8	1	1	0.0011226599773616554	22.03728917895947	0.007156615445521688	0.0028450774644375714	0.06331106721335213	37.75761306683223	519	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_A_indep	125223
map_Full	8	1	1	0.0011212647109383866	21.956241467875188	0.009328854459069605	0.003294927610361339	0.06324014754073876	20.851578883330028	409	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_A_indep	125223
mcmc_Full	8	1	1	0.0018131061465835971	26.687521255423253	0.010839516467036464	0.0033177694748157504	0.06323436915724018	35.70287564992905	NA	48.381828159638495	438.14092271610144	471.88137915312103	1323.6420759875657	1488.735249952933	533.2200992531187	417.50086156984054	602.4998727751357	Simulation_11	Scenario_A_indep	125223
map_TrueCovs200	8	1	1	0.0011342159202260423	22.08640123498411	0.00915304127693731	0.031106319068710416	0.07071823622034194	38.82474256356557	489	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_A_indep	125223
mcmc_TrueCovs200	8	1	1	0.001838812649954201	26.497937202783916	0.009765533304513739	0.03109098828556133	0.07068972909025555	171.2431731979052	NA	50.395059350792224	434.4984041350498	479.26841689145186	1215.5296866320684	1485.7428167256344	588.4415421479615	527.7061724732027	622.3187887261225	Simulation_11	Scenario_A_indep	125223
map_TrueCovs500	8	1	1	0.001139036765451395	22.148639152218475	0.008997100382403332	0.04629491544724552	0.07841683862053932	46.03610595464706	639	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_A_indep	125223
mcmc_TrueCovs500	8	1	1	0.0018430006261397787	26.792729001776323	0.010347240866897487	0.04631052600045715	0.07840683310571812	55.60625043312709	NA	50.510223378686355	433.4068277291167	488.6923932584038	1345.1958997829142	1434.9973421758007	562.4330220415494	393.3127598053748	587.8541722508401	Simulation_11	Scenario_A_indep	125223
CompNMFBase	8	1	1	0.0027402954686942585	46.27414348565157	0.3882891856387227	0.22798835086226452	0.2373407337509639	0.014112011591593424	6483	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	126807
map_CopyOnly	8	1	1	0.0026267974300397895	33.69921184492967	0.3882891856387227	0.2274171807520582	0.23678568914023482	15.172495587666829	789	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	126807
map_NoCopies	9	1	1	0.011756510754388766	523.2179127166661	0.20901934086708035	0.02050322480637049	0.06584607393096546	28.15142264763514	359	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	126807
map_TrueCovs	8	1	1	0.0013378640116726253	22.919177522633102	0.006741915561363882	0.0021135348715167128	0.0619128666879728	18.52832976182302	239	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	126807
map_Full	8	1	1	0.0013326933095946954	22.885510945298055	0.010778104301510726	0.003457751058445655	0.06185752730126076	45.37836438814799	489	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	126807
mcmc_Full	8	1	1	0.0026680418063908464	26.748751868691556	0.012208907739105998	0.003522232786721625	0.061867939571455775	143.82853044668835	NA	47.510493469982066	436.11745184100846	463.6860425339198	1333.7682104268222	1520.0462946682474	437.3936111087608	325.7165125963629	534.125392330906	Simulation_12	Scenario_A_indep	126807
map_TrueCovs200	8	1	1	0.0013415139079352109	22.922228292458826	0.01076967258332843	0.03030409191961652	0.06983042166236016	39.52875234683355	489	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	126807
mcmc_TrueCovs200	8	1	1	0.0027132259967173867	26.87031267359356	0.01183727576454016	0.030316897884148167	0.06981296573166318	173.112740166982	NA	49.98478287976897	434.7667813117918	473.9096081378956	1147.0593064075754	1442.379030249103	546.1959970157625	432.99825943230684	593.5179974424676	Simulation_12	Scenario_A_indep	126807
map_TrueCovs500	8	1	1	0.0013253752095138457	22.901837889962906	0.011044948644412623	0.055483655763374495	0.08568246296265002	23.73685848712921	299	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	126807
mcmc_TrueCovs500	8	1	1	0.0027206205274783535	27.26065464668227	0.01243184587479413	0.055486125903623625	0.08568296697805827	72.58313780228296	NA	48.18954395711641	431.70733649850723	470.99615067666525	1309.7122220983738	1489.5145894462387	546.118414563832	498.51120750748373	605.113587960741	Simulation_12	Scenario_A_indep	126807
CompNMFBase	8	1	1	0.003736183670717083	40.80561595686171	0.29453821854504075	0.050978676294433124	0.06868853663347146	0.015373663107554118	5072	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	68030
map_CopyOnly	8	1	1	0.0037726485621382105	41.15470571133982	0.29453821854504075	0.05039071844033292	0.0682655127157239	7.247344720363617	809	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	68030
map_NoCopies	8	1	1	0.0016873722356395724	20.371588565726412	0.020360705430258176	0.006114232848729098	0.04635035132367727	7.1049830158551535	159	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	68030
map_TrueCovs	8	1	1	0.0016597732751262207	19.9866996121517	0.01245831118155745	0.0019392732678021175	0.04604619538605505	5.283698713779449	129	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	68030
map_Full	8	1	1	0.001650513311183164	19.924662421362832	0.016096346123461853	0.0025020493269758276	0.046000877321048385	6.897861874103546	139	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	68030
mcmc_Full	8	1	1	0.002334797604288837	26.619692190094987	0.016918326469273437	0.002369078802346636	0.04600014385560153	139.40108402570087	NA	49.229072410557634	344.87475311957047	437.8415814659947	943.588104785715	1422.49893343653	495.56517530457535	302.3967367973303	587.9382344537365	Simulation_13	Scenario_A_indep	68030
map_TrueCovs200	8	1	1	0.0016541631931483872	19.953540369857816	0.016033507009208914	0.005320168452895505	0.04623342763140883	7.94008115530014	179	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	68030
mcmc_TrueCovs200	8	1	1	0.0023358483745475034	26.387480615918815	0.016900056212377515	0.005297384772926232	0.046232318210035137	115.78911375602087	NA	51.7776243088366	346.3685228545043	442.7370317783694	1152.3992011188593	1458.5092814308491	440.57865050665816	316.6016724331179	544.2931146327239	Simulation_13	Scenario_A_indep	68030
map_TrueCovs500	8	1	1	0.0016736189355639156	20.198232572432143	0.01618270066821602	0.008862001884003377	0.04676450311804689	10.022825646400452	209	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	68030
mcmc_TrueCovs500	8	1	1	0.0023642841637278567	27.058938707469565	0.017266146063542556	0.008833793651368363	0.04676580133105943	97.66699105501175	NA	48.3892540816788	341.469832708354	421.8509422503246	1243.622062088945	1405.7721012471416	409.05362413380954	266.71935347464415	595.0359896936798	Simulation_13	Scenario_A_indep	68030
CompNMFBase	8	1	1	0.0028851827730777195	53.60808404531961	0.37517128274455	0.12153418382113616	0.13587701221559242	0.02390314737955729	8341	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	105524
map_CopyOnly	8	1	1	0.0028724985948908825	52.35466396680033	0.37517128274455	0.12140653612358954	0.13571216680546633	18.056837213039397	1059	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	105524
map_NoCopies	8	1	1	0.0013774861137485865	25.34992600082277	0.018459244570227542	0.00834377388860381	0.058234998423316996	14.979712216059367	219	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	105524
map_TrueCovs	8	1	1	0.0014056870654960978	24.30339173741717	0.010004553485137922	0.0027151229929288753	0.057564020093782094	32.54367281198502	499	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	105524
map_Full	8	1	1	0.0014064227306874036	24.310474604352184	0.013138119606938892	0.003188896672825152	0.05754187682344035	51.69577827453613	629	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	105524
mcmc_Full	8	1	1	0.0020225443599157307	31.646945150430604	0.01453496409327994	0.003261255968443351	0.057546136375096396	132.19114012320836	NA	46.975086568356815	350.05941075331856	398.08284618057615	1247.023255913848	1499.9999999999995	433.9014411560375	355.2807546935384	558.9498722969641	Simulation_14	Scenario_A_indep	105524
map_TrueCovs200	8	1	1	0.0014012373158248117	24.68430207977352	0.013138742427940388	0.014917936585375961	0.059453149916143304	19.417336905002593	299	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	105524
mcmc_TrueCovs200	8	1	1	0.0020155058251386734	31.775968197694485	0.014227391864473072	0.014912330945312337	0.059449558623704366	152.25090100367862	NA	44.526724570624616	352.9092625062034	421.4715041262101	1212.3348420774728	1481.7076097994734	363.46755257908245	316.58752064260506	583.5378809703298	Simulation_14	Scenario_A_indep	105524
map_TrueCovs500	8	1	1	0.0014155052998438562	25.13626295827177	0.013143465859850044	0.024737704532516683	0.062159281853593096	10.739064804712932	169	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	105524
mcmc_TrueCovs500	8	1	1	0.002034533156590143	32.624941348914035	0.014433414136619194	0.024764633911960293	0.06215441947560719	106.65210485061009	NA	46.91736735346068	349.1585011630238	407.98601158474565	1245.3562639415354	1461.0793799255391	527.3654440158332	477.2411708386726	592.5279499649273	Simulation_14	Scenario_A_indep	105524
CompNMFBase	8	1	1	0.003072731827928171	41.246356164631024	0.352507015420041	0.36403828744509836	0.3694345841568741	0.0025812029838562013	1878	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	109391
map_CopyOnly	8	1	1	0.0031385399106547314	41.59482167336555	0.352507015420041	0.3643463757679757	0.36974334440484374	20.82620370388031	1139	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	109391
map_NoCopies	8	1	1	0.001366274395911688	38.92158339272545	0.018354350430304072	0.04126186681004028	0.07172482314829334	107.64353990157446	1339	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	109391
map_TrueCovs	8	1	1	0.0013304877908765572	18.994282872284032	0.008268128382096746	0.00339139881762173	0.05827456496105526	36.423976127306624	449	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	109391
map_Full	8	1	1	0.001338330986995069	19.092972504008365	0.011562865077569465	0.00404634839029993	0.058291380216090594	9.582221162319183	109	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	109391
mcmc_Full	8	1	1	0.002342657484512114	24.630254927247087	0.012241101552245491	0.004625006892505997	0.05834574015534654	85.91759713490805	NA	52.616757569649636	435.67816541622483	489.240789461174	1298.1418020209148	1482.578038450914	495.9912156645317	340.51334855947835	549.7387344271349	Simulation_15	Scenario_A_indep	109391
map_TrueCovs200	8	1	1	0.0013503782529831227	19.303246943852788	0.011765570416204598	0.04540991143039334	0.07380543953680932	12.252657496929169	189	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	109391
mcmc_TrueCovs200	8	1	1	0.002318946867278407	25.2982473979353	0.012606800391626349	0.045391933127223456	0.07378785051239904	154.68616093794506	NA	51.64308221940667	434.8377086421666	484.45176128525327	1256.257305284674	1298.576096731289	411.81678243543786	386.20525482705364	646.9396885347641	Simulation_15	Scenario_A_indep	109391
map_TrueCovs500	8	1	1	0.001353342032031577	19.078001890760557	0.0122127798570746	0.07661994808349328	0.09803469238285815	43.097583667437235	649	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	109391
mcmc_TrueCovs500	8	1	1	0.0023528768541360725	24.91376560588783	0.013412400237624664	0.07660635666311329	0.09800797930605072	89.3582334280014	NA	50.22401761510874	426.7950608212598	486.8730546180385	1216.686427333815	1374.6195122463191	529.2663274909039	382.37295876165996	557.4520386214223	Simulation_15	Scenario_A_indep	109391
CompNMFBase	8	1	1	0.003957427168969921	54.689145231078484	0.33912508342938086	0.07899124154823799	0.09619401961183051	0.010975730419158936	5850	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	91389
map_CopyOnly	8	1	1	0.004040155910884009	55.20037774530757	0.33912508342938086	0.0789434969865827	0.09616872602882558	4.921066919962565	439	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	91389
map_NoCopies	8	1	1	0.001459901141433716	21.882824718326034	0.01771595268311482	0.00540108494380909	0.053226760949713764	19.992215653260548	379	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	91389
map_TrueCovs	8	1	1	0.0014273417997129286	21.649087572444692	0.011418603897307122	0.0019868183997793646	0.05310043192902668	26.133248567581177	489	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	91389
map_Full	8	1	1	0.001401563782935876	21.52820790637423	0.01369126989785449	0.0025161966985350437	0.053073473387627454	17.167958883444467	259	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	91389
mcmc_Full	8	1	1	0.0025613227037310977	27.74025103029521	0.01615022779266966	0.002647185274664475	0.0530739771368666	150.1613793373108	NA	49.4887991303602	361.5028893441728	476.0411383292687	1258.3853112596391	1449.349640829326	570.2812543294773	552.2972168326169	605.8141120712394	Simulation_16	Scenario_A_indep	91389
map_TrueCovs200	8	1	1	0.0014086732105504272	21.599885335391278	0.013511150289214584	0.009385060039326612	0.05383993068579662	13.376193300882976	229	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	91389
mcmc_TrueCovs200	8	1	1	0.0026122727678732326	28.470957537550248	0.016735982922629716	0.009425297689327022	0.05383567650774366	139.28506511847178	NA	51.070598979298104	365.4235538885485	463.7313370429082	1124.4823397730645	1545.4435346400614	328.8615655717598	212.6578282970215	634.027697593103	Simulation_16	Scenario_A_indep	91389
map_TrueCovs500	8	1	1	0.0014587351411069736	21.99199623461364	0.013524260889454564	0.01618338427497847	0.055814256216827667	26.802826023101808	469	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	91389
mcmc_TrueCovs500	8	1	1	0.0026184891153102343	28.745038074660776	0.016189684537080105	0.016181144142105922	0.055815103746761234	102.63740862210591	NA	49.12048085866434	358.95438655023275	465.5049902698499	1142.9736951363357	1499.9999999999998	543.347915627512	468.80170034584114	624.9066559301314	Simulation_16	Scenario_A_indep	91389
CompNMFBase	8	1	1	0.003332099539690612	36.01225105141494	0.2577007598141794	0.031034157369529834	0.05494237634910592	0.0022034327189127604	2233	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	65761
map_CopyOnly	8	1	1	0.0033563012890440295	38.03514974441035	0.2577007598141794	0.03060828610230622	0.05468305109043024	3.1145974079767864	409	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	65761
map_NoCopies	8	1	1	0.001741125279067128	19.43750066193644	0.021105554249568857	0.0047293290685541094	0.04568774371026547	21.42228512366613	489	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	65761
map_TrueCovs	8	1	1	0.0017443038423606487	20.26371052580886	0.010818897622858197	0.001180354544793309	0.04545065553390005	11.923315441608429	289	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	65761
map_Full	8	1	1	0.0017572242312432341	20.34699035211574	0.016314618487409515	0.0013090625487039902	0.04544255146667653	13.634158039093018	269	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	65761
mcmc_Full	8	1	1	0.0024309967239944308	28.45208354966777	0.019424656446731938	0.0012406603659960486	0.04544043721977323	133.6297642350197	NA	52.513450364193595	358.7277455905255	456.83081163553595	1093.7487247064155	1431.4051804041542	476.62625314299675	241.08935582407952	566.0752683247553	Simulation_17	Scenario_A_indep	65761
map_TrueCovs200	8	1	1	0.00176082226081378	20.257466933877925	0.01607403750197619	0.003272460315976344	0.045566090173659646	17.61474825143814	399	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	65761
mcmc_TrueCovs200	8	1	1	0.00241859799100305	27.755879270270967	0.019028708355967434	0.003247106045636636	0.045560319231164034	114.50079534053802	NA	50.737870242177756	361.6801724089457	459.4317430247782	1227.0206301004798	1471.266129953621	337.3400996113109	292.9071241882081	579.4510948656593	Simulation_17	Scenario_A_indep	65761
map_TrueCovs500	8	1	1	0.0017659495383452208	20.207978082269605	0.01623015228360051	0.005534122600340439	0.045798870814956594	10.88332115014394	239	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	65761
mcmc_TrueCovs500	8	1	1	0.002458211320885931	28.175462645798603	0.01897140462537358	0.005506397654551648	0.045796795517825804	95.5214689652125	NA	51.77551325919113	358.3421240514627	427.9297309069383	914.1958911446202	1500.0000000000002	424.7384484651295	371.7819389898495	548.4532239266989	Simulation_17	Scenario_A_indep	65761
CompNMFBase	8	1	1	0.0032871268539957526	49.25138090333769	0.3347336613039894	0.09925932646612565	0.11293775682364683	0.005884122848510742	1973	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	93446
map_CopyOnly	8	1	1	0.003361282753010971	50.62736322403122	0.3347336613039894	0.09926002777410062	0.11292163187981345	4.672807470957438	409	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	93446
map_NoCopies	8	1	1	0.0013172552570839356	23.601199853220425	0.01654802055423211	0.008377728727974114	0.05437067883244986	9.053790851434071	179	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	93446
map_TrueCovs	8	1	1	0.001223447870746574	22.119723315332287	0.010129476900904192	0.001846003695221832	0.053812069476071145	16.106249101956685	319	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	93446
map_Full	8	1	1	0.0012245148441631078	22.135292662608116	0.012817627610426988	0.002092769312980404	0.05379938817960854	31.89637970527013	509	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	93446
mcmc_Full	8	1	1	0.0021990914618928883	25.372202417470604	0.015391537018182204	0.0019877221530287467	0.053793397445716415	153.02949615319568	NA	51.901954191727455	404.1338958116288	397.3320867817886	1188.557586632167	1465.6787839247643	455.44395246095206	232.19422491901608	563.3626931224728	Simulation_18	Scenario_A_indep	93446
map_TrueCovs200	8	1	1	0.0012233757457032488	22.04318897479921	0.012796981887704624	0.010408341916675399	0.054449491417422245	11.10625179608663	189	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	93446
mcmc_TrueCovs200	8	1	1	0.002200479523662668	25.387457989598072	0.015628562074378953	0.010399460839128289	0.05444435090626072	142.0356301744779	NA	50.482642238376656	398.9705343857234	414.3424850727561	1153.9235672173354	1482.4400828175526	549.8254689409838	378.9872989847941	612.6245582625048	Simulation_18	Scenario_A_indep	93446
map_TrueCovs500	8	1	1	0.001224830214078017	22.043796169229616	0.013304635755349578	0.017593709097774843	0.055885017296746844	21.818788325786592	369	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	93446
mcmc_TrueCovs500	8	1	1	0.0022237867118551696	25.67193150818667	0.01649897608147687	0.017595989818903528	0.05588390424605425	104.24193972746531	NA	50.30782204496094	399.35331196779924	399.49828417732914	1258.3005844915874	1399.5023578665173	400.4572931710247	321.31799882609107	550.0885588924881	Simulation_18	Scenario_A_indep	93446
CompNMFBase	8	1	1	0.0034569407678617715	40.51842020722563	0.3053324793758224	0.06165104239690161	0.07895801824547723	0.01578706900278727	6093	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	80647
map_CopyOnly	8	1	1	0.003303149180858725	39.850991636591026	0.3053324793758224	0.06109593088266336	0.07849874584747643	3.2582022825876873	339	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	80647
map_NoCopies	8	1	1	0.0016651428010611567	20.314245996898908	0.020453864878660355	0.006218393922109063	0.05058991172029865	21.148851644992828	419	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	80647
map_TrueCovs	8	1	1	0.0016402286153652953	20.19465809411404	0.012890228437768199	0.0016392520784181614	0.050119046581561334	10.34261160294215	199	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	80647
map_Full	8	1	1	0.0016631485583584993	20.359513258120806	0.01616163492360224	0.002130116569246488	0.05009140659107197	32.70196568965912	519	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	80647
mcmc_Full	8	1	1	0.0025941883964362244	27.35971860502576	0.019950937853893777	0.002055689200266824	0.050084399063800356	143.2035469889641	NA	49.10004479406131	370.7285991229437	383.4369736685602	1065.4540978103728	1428.9659835795205	480.4133487951738	330.70602241413616	522.906424032209	Simulation_19	Scenario_A_indep	80647
map_TrueCovs200	8	1	1	0.0016708279470866595	20.388309773020243	0.016180504949120395	0.007362267799223894	0.05066927020706014	44.387499944369	759	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	80647
mcmc_TrueCovs200	8	1	1	0.00258801383193788	27.24739541000222	0.019977817897802883	0.0073431070880427595	0.05066731589337938	128.4622087796529	NA	48.29245297695429	373.6198012907475	405.3618992613309	961.5719824511876	1393.4928533914633	519.9874728523035	287.2204633705052	553.4103386941636	Simulation_19	Scenario_A_indep	80647
map_TrueCovs500	8	1	1	0.0016782082897012361	20.50165621182389	0.01620611493040436	0.013284441880415929	0.05178939404873587	10.777977323532104	209	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	80647
mcmc_TrueCovs500	8	1	1	0.002599729663795163	27.456357198320646	0.0205281670486326	0.0132756139894623	0.05178525184342162	95.11894063949585	NA	48.57309619505749	367.42751955593866	394.6379893487033	1086.3028111240496	1459.7634484850175	539.1101968422636	234.38462894228041	535.1946007447654	Simulation_19	Scenario_A_indep	80647
CompNMFBase	8	1	1	0.0031383796884004787	48.969657035067875	0.3729719953417116	0.14990901370087997	0.16145796687467506	0.024586419264475506	7630	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	112750
map_CopyOnly	8	1	1	0.003322132301453135	46.27154280648213	0.3729719953417116	0.15110736846144504	0.1625596199762083	11.523208399613699	709	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	112750
map_NoCopies	8	1	1	0.0014248387479785661	22.318275828285703	0.015746573321946507	0.007832788327902615	0.05961935883079013	14.25225000778834	229	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	112750
map_TrueCovs	8	1	1	0.001420850101660893	20.639886151634773	0.01015328625615084	0.0022914626454626362	0.05908254119097599	24.834183235963184	409	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	112750
map_Full	9	0.875	0.7777777777777778	0.02526387305692882	122.80032476348036	0.13769202990556326	0.0027692363015999547	0.059063281308485385	20.687606803576152	279	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	112750
mcmc_Full	8	1	1	0.0022295916587160135	24.185367034927655	0.010862676247239004	0.0024506667294502235	0.05906390332400763	159.26387272278467	NA	47.85722895341648	392.16420955807683	432.668068048923	1174.3153775453454	1423.4439861518538	419.9715302763077	305.4905999026268	509.3935103133191	Simulation_20	Scenario_A_indep	112750
map_TrueCovs200	8	1	1	0.0014257573868427654	20.65990242325278	0.011403039496017136	0.016473273971226866	0.06134764838636799	17.315150304635367	249	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	112750
mcmc_TrueCovs200	8	1	1	0.0022490501216630714	24.57203703969098	0.011627563108694602	0.01646967528769476	0.06134886827260536	158.42164480288824	NA	46.89197310874116	392.6117296971524	440.84804828171826	1250.8341274930608	1527.8102800643562	570.8281300180134	305.15398108707063	537.234812463454	Simulation_20	Scenario_A_indep	112750
map_TrueCovs500	8	1	1	0.0014262517890364869	20.78466803614032	0.011775606863798364	0.0286206959748354	0.06556048868899551	47.7900022427241	719	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	112750
